invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
70-450-5134,5528831547,Male,32,Beauty,4,1928,Cash,20-02-2021,SM City Cebu
99-477-2608,5746361968,Female,68,Food,1,624,Credit Card,19-04-2023,SM City Fairview
94-696-5633,6886170783,Male,62,Books,3,1830,Credit Card,27-12-2023,SM City North EDSA
35-205-0046,290744997,Male,56,Toys,3,566,Credit Card,14-12-2023,SM Megamall
34-166-4677,1675163200,Female,23,Toys,1,1036,Debit,17-08-2023,SM Mall of Asia
95-743-5458,1570821372,Male,45,Clothing,5,934,Cash,21-09-2022,SM Mall of Asia
25-252-4940,1854254502,Female,72,Food,5,342,Debit,04-01-2022,SM City Fairview
63-025-5734,4424055698,Female,39,Books,4,495,Cash,13-10-2023,SM Megamall
06-360-5049,959602348,Female,47,Clothing,1,739,Cash,02-08-2023,SM City North EDSA
80-057-5795,5021558226,Female,80,Toys,5,1066,Cash,19-08-2023,SM City Fairview
78-688-5400,2133673687,Male,18,Beauty,3,1684,Credit Card,06-03-2023,SM Megamall
42-601-9049,8167508277,Female,79,Clothing,4,92,Debit,06-04-2021,SM Seaside City Cebu
03-302-6421,4396671652,Female,39,Clothing,1,166,Cash,19-05-2023,SM Mall of Asia
83-369-3974,371443172,Male,64,Pet Supplies,3,807,Cash,04-01-2022,SM Megamall
36-665-6479,9288340122,Male,31,Clothing,2,387,Cash,15-11-2021,SM City Cebu
14-942-0490,3580222465,Male,35,Music,2,592,Debit,01-05-2023,SM City Fairview
58-213-8507,5650862699,Female,80,Food,2,1667,Cash,25-02-2021,SM City Fairview
73-455-4553,8163212209,Male,24,Music,3,26,Credit Card,09-08-2022,SM Megamall
92-652-8589,5079497084,Male,39,Clothing,5,103,Cash,29-06-2021,SM Mall of Asia
86-508-1965,248828363,Female,60,Electronics,1,843,Credit Card,19-03-2022,SM City Fairview
60-032-8638,774480947,Female,66,Pet Supplies,2,382,Cash,30-08-2023,SM Seaside City Cebu
55-204-5075,7272262834,Male,54,Sports Equipment,4,1895,Debit,22-06-2021,SM Seaside City Cebu
69-487-6095,2963146469,Female,45,Home Goods,1,1250,Cash,16-12-2022,SM Seaside City Cebu
81-440-3849,3122843366,Female,38,Electronics,3,911,Cash,10-09-2021,SM City North EDSA
49-859-9291,1779104324,Male,64,Toys,3,1305,Debit,12-03-2023,SM City Fairview
03-667-7441,4076232283,Male,19,Home Goods,2,1008,Debit,18-06-2021,SM Megamall
20-534-4690,4515001671,Female,63,Pet Supplies,2,449,Credit Card,21-05-2022,SM Megamall
03-075-0633,2401278826,Female,80,Music,3,1475,Debit,17-09-2023,SM City Fairview
09-135-0944,5685443005,Female,21,Clothing,4,1983,Credit Card,30-03-2021,SM City North EDSA
31-699-8397,9271327438,Male,38,Toys,1,145,Cash,24-03-2021,SM City Fairview
50-230-7854,2670385001,Male,55,Sports Equipment,3,524,Debit,23-12-2021,SM City Fairview
93-954-7366,626700353,Female,19,Beauty,5,1325,Credit Card,02-03-2023,SM City North EDSA
89-923-3846,2172381543,Male,47,Beauty,1,741,Credit Card,16-06-2022,SM City North EDSA
12-381-1145,3109777967,Male,37,Toys,3,665,Cash,11-05-2023,SM City Cebu
74-702-0655,6316382642,Female,34,Beauty,2,816,Credit Card,04-03-2023,SM Megamall
64-468-8095,3488918742,Male,41,Home Goods,4,664,Cash,27-11-2022,SM Megamall
09-080-5749,2489967797,Male,38,Clothing,1,1315,Credit Card,24-09-2022,SM City North EDSA
52-222-7049,3032806151,Male,58,Pet Supplies,3,1906,Credit Card,24-10-2021,SM City Cebu
60-128-4779,8637340830,Male,40,Electronics,1,1068,Debit,21-03-2021,SM City Fairview
06-758-4842,7156700324,Male,33,Beauty,3,1215,Debit,27-08-2023,SM City Cebu
99-841-4524,769453716,Male,30,Music,3,432,Debit,16-11-2021,SM Seaside City Cebu
34-152-8560,1353686639,Male,77,Sports Equipment,5,1607,Debit,05-10-2021,SM City Cebu
01-889-5629,6309121898,Female,36,Books,2,239,Credit Card,21-04-2023,SM Seaside City Cebu
05-967-2011,6112166763,Male,40,Pet Supplies,2,798,Credit Card,13-04-2021,SM City Fairview
72-393-9619,1116964090,Female,49,Pet Supplies,1,1723,Debit,29-08-2023,SM Seaside City Cebu
66-727-0859,8211918617,Female,34,Clothing,4,278,Credit Card,28-09-2023,SM City Cebu
25-951-2927,1417751304,Male,79,Toys,1,1645,Credit Card,03-08-2023,SM Megamall
60-966-3510,6196873768,Male,52,Books,5,1318,Cash,04-10-2022,SM City Cebu
96-081-2657,6694532296,Female,38,Clothing,2,1355,Credit Card,27-03-2021,SM City North EDSA
42-914-3480,1146730276,Male,77,Music,5,1819,Credit Card,22-12-2023,SM City North EDSA
04-952-7279,9390324033,Female,44,Home Goods,1,977,Credit Card,16-05-2023,SM Megamall
80-534-2947,2089757760,Male,50,Beauty,2,504,Debit,17-04-2023,SM City Cebu
04-014-8676,4594972179,Male,29,Clothing,2,174,Cash,24-04-2021,SM Megamall
10-277-1776,4768385982,Male,33,Electronics,5,1011,Debit,22-08-2022,SM Megamall
41-526-8172,1314234986,Male,60,Books,2,1210,Credit Card,01-05-2021,SM Mall of Asia
46-133-3518,8885660584,Male,47,Home Goods,4,1279,Cash,28-07-2021,SM City Fairview
27-951-5357,8510011834,Female,76,Pet Supplies,3,1462,Debit,31-10-2023,SM Megamall
46-197-5456,3887036980,Male,74,Food,2,685,Debit,24-04-2022,SM City Cebu
14-082-1661,2702575862,Male,77,Electronics,2,1007,Cash,06-08-2022,SM City Cebu
85-696-9118,9433360656,Male,21,Home Goods,3,361,Credit Card,21-12-2022,SM City North EDSA
33-818-1140,924889616,Female,20,Sports Equipment,5,1283,Cash,28-09-2021,SM City Cebu
35-046-2078,813358779,Male,48,Pet Supplies,4,1021,Cash,18-05-2023,SM City Cebu
56-940-6122,8910839279,Female,27,Electronics,1,1209,Cash,15-03-2022,SM City Cebu
87-047-2724,7286163566,Male,44,Electronics,2,1402,Cash,08-05-2022,SM City North EDSA
39-685-5966,8887938229,Female,55,Home Goods,5,880,Debit,14-02-2021,SM City Cebu
84-091-7757,5768089039,Male,58,Sports Equipment,2,360,Credit Card,28-12-2023,SM City Fairview
90-550-5598,1688029788,Female,49,Books,3,940,Cash,04-07-2023,SM Megamall
08-931-8499,785424555,Female,30,Beauty,3,1737,Credit Card,17-11-2022,SM City North EDSA
90-251-2177,173887082,Male,19,Music,1,742,Debit,05-07-2023,SM City Fairview
75-974-7428,8741637984,Female,17,Music,3,445,Credit Card,06-08-2022,SM Megamall
57-410-2553,4208328657,Male,47,Toys,2,669,Cash,09-06-2022,SM Seaside City Cebu
59-643-7630,5526426017,Female,39,Pet Supplies,1,1159,Credit Card,06-10-2023,SM Seaside City Cebu
92-013-3978,8021376848,Female,80,Beauty,3,910,Debit,03-03-2021,SM Megamall
21-367-9551,3497402451,Male,28,Beauty,1,1752,Debit,01-06-2023,SM City Fairview
25-382-7372,1747776505,Female,58,Beauty,5,1416,Cash,13-05-2023,SM Mall of Asia
51-956-4358,4740801612,Female,33,Beauty,4,406,Credit Card,16-05-2022,SM Megamall
05-476-0488,5450964994,Female,18,Food,2,1914,Debit,02-11-2022,SM Mall of Asia
79-154-5577,7734199704,Female,17,Sports Equipment,4,633,Debit,11-03-2023,SM Megamall
94-844-6609,4596558248,Male,79,Books,3,1984,Debit,30-08-2023,SM Seaside City Cebu
55-928-6267,4827465673,Male,72,Beauty,3,356,Credit Card,17-01-2021,SM Megamall
60-565-5560,4856255258,Male,49,Food,3,1201,Debit,01-08-2023,SM City Fairview
99-548-7105,1826751092,Male,27,Books,1,357,Debit,01-01-2022,SM Megamall
00-015-9221,412989425,Female,50,Pet Supplies,1,360,Credit Card,12-12-2023,SM Megamall
57-266-2516,5774333329,Male,57,Books,1,512,Debit,09-09-2023,SM City Cebu
08-862-7570,8224124363,Male,80,Pet Supplies,2,71,Debit,24-02-2022,SM City Cebu
72-386-0046,694205966,Female,24,Pet Supplies,2,1761,Cash,01-06-2021,SM City North EDSA
61-866-6386,8643992909,Male,65,Books,1,1987,Cash,25-03-2021,SM City North EDSA
77-379-2279,7316678410,Female,38,Food,1,525,Credit Card,01-02-2022,SM City North EDSA
35-752-5077,5370555354,Male,25,Sports Equipment,1,1300,Credit Card,26-05-2022,SM Mall of Asia
18-334-2288,4939062953,Female,70,Sports Equipment,3,1816,Debit,18-08-2022,SM Megamall
05-838-7196,7917143120,Female,77,Books,1,1364,Credit Card,03-11-2021,SM City North EDSA
02-256-5617,9771772074,Female,27,Books,2,1511,Credit Card,05-11-2021,SM Seaside City Cebu
94-846-4397,4427682227,Male,36,Home Goods,1,1130,Debit,19-07-2022,SM City Fairview
01-228-6415,2169153985,Female,51,Toys,4,629,Credit Card,18-01-2022,SM Megamall
99-615-3919,4838540388,Male,54,Music,4,651,Debit,24-03-2022,SM Megamall
21-001-0668,1246896222,Male,56,Clothing,5,1542,Credit Card,06-04-2021,SM City North EDSA
78-419-7602,879466537,Female,28,Clothing,5,1925,Credit Card,09-04-2022,SM City Fairview
44-014-9256,1724135775,Male,75,Pet Supplies,1,1880,Debit,06-12-2021,SM Seaside City Cebu
26-809-5163,8669059916,Female,31,Pet Supplies,4,1216,Cash,25-04-2022,SM Mall of Asia
21-597-9889,8134164587,Male,79,Beauty,3,324,Debit,21-12-2023,SM Mall of Asia
95-920-0465,3855121273,Female,19,Beauty,4,1842,Debit,26-08-2023,SM Megamall
67-690-1246,6577277613,Male,65,Food,3,954,Debit,24-11-2023,SM City North EDSA
50-733-4107,8920955956,Male,63,Books,2,772,Debit,12-12-2021,SM Megamall
92-844-9427,1762465523,Female,23,Home Goods,1,1853,Credit Card,06-12-2021,SM Seaside City Cebu
71-535-3753,4740313014,Male,17,Music,2,1834,Cash,21-06-2022,SM Seaside City Cebu
26-748-4397,3307662147,Male,72,Beauty,5,141,Debit,29-06-2021,SM City Cebu
31-681-4454,8243393315,Female,54,Sports Equipment,5,45,Credit Card,10-01-2022,SM City Cebu
84-116-2423,4005323049,Male,35,Electronics,5,1159,Credit Card,04-06-2021,SM City North EDSA
55-898-6044,7083434425,Male,63,Electronics,5,609,Debit,26-10-2021,SM Seaside City Cebu
64-640-9804,4427098789,Female,30,Music,3,886,Debit,17-08-2022,SM City Fairview
89-096-8143,9469946626,Male,79,Food,5,953,Debit,08-08-2021,SM Mall of Asia
55-481-7480,8173620792,Male,63,Books,1,883,Cash,05-04-2021,SM City Cebu
34-301-2747,9356410437,Female,79,Pet Supplies,3,1970,Debit,09-01-2022,SM City Fairview
39-095-1834,9210053222,Male,78,Food,4,498,Cash,11-02-2021,SM Megamall
24-135-2313,4950269089,Female,27,Beauty,4,1322,Debit,15-10-2022,SM City Fairview
13-449-5066,6869540373,Female,53,Food,4,1377,Debit,28-06-2021,SM City Cebu
71-438-9720,4980646212,Female,51,Music,2,728,Debit,16-11-2022,SM City Fairview
84-509-7688,5136232226,Male,32,Food,2,1814,Debit,14-02-2022,SM Seaside City Cebu
68-443-3295,4119356221,Female,28,Pet Supplies,3,1420,Cash,11-04-2022,SM Seaside City Cebu
32-467-4529,4083929405,Female,34,Sports Equipment,2,1829,Debit,30-03-2022,SM City Cebu
24-261-9488,4765620794,Female,19,Pet Supplies,5,1292,Debit,09-02-2022,SM City Cebu
32-619-4151,6398518659,Male,28,Home Goods,5,1674,Cash,01-02-2022,SM Megamall
77-832-1261,2769274635,Male,64,Sports Equipment,5,464,Cash,15-10-2023,SM Megamall
95-601-4563,1105371182,Female,49,Food,1,168,Debit,31-10-2023,SM City Cebu
47-072-6332,1943836566,Female,63,Home Goods,3,1517,Cash,28-01-2023,SM City Fairview
73-087-3577,135080800,Male,74,Clothing,5,1576,Credit Card,05-05-2021,SM Seaside City Cebu
39-829-1983,2631508629,Female,31,Beauty,1,320,Credit Card,24-06-2022,SM City North EDSA
54-518-5192,5184736255,Female,21,Home Goods,5,1799,Cash,24-11-2021,SM City Fairview
48-703-3306,5147690638,Female,16,Beauty,5,1464,Debit,17-09-2022,SM City Cebu
15-954-1459,4331795195,Female,30,Electronics,1,1885,Debit,14-05-2021,SM Megamall
48-154-3121,5482522571,Female,36,Beauty,4,41,Debit,27-05-2021,SM City North EDSA
68-669-2544,1134876238,Female,68,Clothing,1,1727,Cash,11-04-2021,SM Seaside City Cebu
68-836-3276,2107418802,Female,78,Music,5,1298,Debit,11-06-2021,SM City North EDSA
38-329-1142,6802631911,Male,65,Beauty,1,1377,Credit Card,27-11-2022,SM City Fairview
07-900-4239,4095480335,Female,74,Sports Equipment,3,530,Credit Card,15-08-2023,SM City Fairview
59-118-6099,5528103576,Male,39,Sports Equipment,1,602,Credit Card,02-09-2022,SM Seaside City Cebu
28-028-5718,2545970409,Male,21,Toys,3,1719,Credit Card,23-11-2023,SM City Cebu
76-563-0084,2448572224,Male,74,Sports Equipment,2,242,Cash,15-06-2021,SM Seaside City Cebu
16-776-8168,2321409215,Female,53,Music,1,1305,Debit,16-05-2023,SM Mall of Asia
24-596-9019,9485718403,Female,71,Beauty,1,1479,Credit Card,09-09-2022,SM City Cebu
23-258-3191,7272322152,Male,18,Electronics,1,758,Debit,27-01-2022,SM City Cebu
69-161-9920,8565499839,Male,67,Music,5,760,Cash,03-05-2023,SM City Fairview
04-106-2943,2212615574,Male,68,Beauty,3,557,Credit Card,15-01-2023,SM Megamall
89-697-4052,1746140666,Female,48,Home Goods,2,1260,Debit,26-04-2021,SM City North EDSA
17-031-8027,5801166467,Female,68,Clothing,5,1352,Credit Card,29-01-2023,SM City North EDSA
72-676-4287,5533537201,Female,62,Music,1,583,Credit Card,04-12-2023,SM City North EDSA
80-552-0983,8042938640,Female,69,Food,3,1929,Debit,13-10-2023,SM Mall of Asia
42-528-3518,4606524030,Male,68,Books,2,196,Cash,13-07-2022,SM Mall of Asia
64-516-4220,6882515174,Male,76,Toys,5,246,Credit Card,06-05-2023,SM Megamall
69-204-5642,1590070526,Male,34,Beauty,5,1200,Credit Card,09-02-2021,SM City Fairview
59-752-4804,6367104011,Female,22,Music,2,1706,Cash,25-03-2022,SM Megamall
90-873-2782,604730969,Male,38,Home Goods,4,475,Debit,28-07-2023,SM Mall of Asia
94-973-3425,9774319710,Female,31,Food,1,831,Credit Card,14-05-2023,SM Mall of Asia
02-104-4471,4897153581,Female,79,Toys,3,644,Cash,06-01-2022,SM Megamall
12-452-9756,6352028314,Female,24,Music,1,856,Credit Card,18-05-2023,SM City Cebu
27-922-1349,6148487861,Female,27,Clothing,3,1577,Cash,15-06-2023,SM Megamall
18-106-0413,6161197510,Female,67,Music,1,1090,Credit Card,16-12-2023,SM City Cebu
03-310-6464,9362732882,Male,61,Food,1,165,Cash,12-10-2023,SM City Fairview
91-694-2617,2982332442,Male,56,Music,3,1801,Debit,23-05-2022,SM City North EDSA
09-261-5196,5555853106,Female,30,Electronics,1,466,Debit,17-03-2022,SM City North EDSA
88-330-5167,4510195729,Female,18,Toys,4,379,Credit Card,20-07-2021,SM Seaside City Cebu
21-937-7871,7791956373,Female,71,Music,3,324,Debit,29-06-2021,SM City Cebu
50-302-9009,392371677,Male,79,Home Goods,4,628,Debit,19-03-2023,SM Mall of Asia
09-103-8864,8905080847,Male,34,Sports Equipment,1,569,Debit,15-06-2022,SM City Cebu
32-264-3979,8039062195,Male,49,Food,3,375,Debit,25-09-2021,SM City Cebu
37-053-5017,2356173420,Female,30,Beauty,4,999,Credit Card,03-07-2021,SM City North EDSA
37-860-9908,8645497018,Female,39,Food,3,1430,Debit,01-03-2022,SM City Cebu
20-995-4600,8671876063,Male,65,Beauty,1,1951,Debit,09-08-2021,SM Seaside City Cebu
29-269-9649,5406019945,Female,18,Electronics,2,1339,Credit Card,12-11-2022,SM City Cebu
43-205-7735,1997101173,Female,75,Toys,3,194,Debit,22-10-2023,SM City Cebu
10-322-2613,4230569742,Male,50,Pet Supplies,1,1029,Credit Card,02-04-2021,SM Seaside City Cebu
88-174-5820,2451033517,Female,45,Toys,4,1127,Credit Card,16-08-2022,SM City North EDSA
58-713-9752,6302457955,Female,72,Books,4,178,Credit Card,27-05-2023,SM City Cebu
67-761-0452,7460374091,Female,34,Beauty,5,675,Credit Card,09-01-2022,SM City North EDSA
84-162-8221,9787358639,Male,46,Beauty,5,1665,Cash,02-09-2023,SM Mall of Asia
98-686-4117,9321044760,Female,54,Toys,3,34,Cash,30-05-2021,SM City Fairview
20-331-6073,9909865793,Male,56,Toys,1,283,Credit Card,23-12-2023,SM Seaside City Cebu
52-633-7927,1079243267,Female,44,Books,3,1676,Cash,20-09-2021,SM City Cebu
74-205-2277,1597124737,Male,40,Electronics,3,1060,Debit,06-02-2023,SM City Cebu
29-416-2612,1289942145,Female,68,Beauty,2,977,Credit Card,30-08-2022,SM City North EDSA
57-850-0322,9760485400,Male,43,Pet Supplies,1,1508,Cash,22-09-2023,SM City North EDSA
94-164-0498,5146383669,Male,74,Books,1,293,Debit,21-08-2023,SM Seaside City Cebu
69-526-5137,3250966525,Female,77,Electronics,5,1300,Debit,17-07-2022,SM City Fairview
03-412-2699,7479958803,Male,68,Music,2,1219,Debit,17-02-2023,SM Mall of Asia
51-837-3327,1448532132,Male,35,Toys,1,483,Cash,18-04-2022,SM Mall of Asia
99-178-8605,4160783368,Male,50,Beauty,3,862,Credit Card,19-05-2021,SM Mall of Asia
98-300-0862,8185997683,Female,58,Beauty,3,1848,Cash,22-02-2022,SM Mall of Asia
67-597-2427,2224574894,Male,52,Electronics,1,1708,Debit,01-11-2021,SM Megamall
02-035-6335,3506587641,Male,75,Books,3,291,Cash,05-12-2023,SM Mall of Asia
97-011-2181,4643221658,Male,24,Pet Supplies,1,1697,Debit,05-12-2023,SM City Cebu
11-205-7275,8110789854,Male,61,Clothing,1,359,Credit Card,09-12-2023,SM City Cebu
50-868-5628,6596080765,Male,26,Pet Supplies,2,712,Cash,05-06-2022,SM Mall of Asia
10-459-0546,8860791103,Male,63,Books,1,1348,Cash,27-06-2021,SM City North EDSA
11-255-4934,9329436323,Female,49,Books,1,255,Credit Card,20-01-2022,SM City Cebu
99-572-7882,965544095,Female,16,Beauty,1,1214,Debit,16-07-2023,SM Megamall
92-398-4113,8945061045,Male,22,Music,3,881,Credit Card,09-07-2021,SM Megamall
25-016-3667,7889553684,Female,32,Books,5,1239,Cash,09-07-2023,SM City North EDSA
12-465-7944,5940326498,Male,50,Food,3,389,Debit,15-06-2021,SM Megamall
16-895-4403,257573933,Male,26,Books,2,310,Credit Card,23-02-2023,SM City North EDSA
50-314-9562,4093203202,Male,68,Home Goods,4,1809,Credit Card,07-04-2023,SM Seaside City Cebu
21-516-9788,1558771085,Female,65,Pet Supplies,5,628,Debit,14-10-2021,SM City Cebu
56-229-8022,5645033507,Male,26,Beauty,3,1425,Cash,13-10-2023,SM Mall of Asia
61-116-1681,5999881978,Female,78,Music,5,745,Debit,24-10-2023,SM City Fairview
42-058-7972,3779194341,Female,54,Food,5,1201,Credit Card,11-12-2022,SM Megamall
19-659-5913,1861625774,Female,34,Home Goods,5,1049,Debit,03-10-2023,SM Mall of Asia
35-235-1778,2692911334,Female,43,Home Goods,1,214,Cash,11-07-2021,SM City Fairview
37-592-3808,5845507405,Male,68,Food,3,1720,Credit Card,17-08-2021,SM Seaside City Cebu
68-417-8449,1541666038,Male,43,Home Goods,5,1083,Cash,16-11-2021,SM City Fairview
75-330-4297,8451328415,Female,36,Toys,3,1225,Debit,22-07-2021,SM Megamall
78-977-0212,7475820777,Female,55,Pet Supplies,5,821,Cash,19-09-2021,SM City Cebu
17-141-9942,7286433350,Male,18,Clothing,2,295,Credit Card,15-12-2022,SM City North EDSA
91-642-2355,7565644528,Male,65,Food,1,1077,Credit Card,11-10-2021,SM City Cebu
91-380-2075,6425556242,Male,27,Food,2,1311,Debit,19-01-2022,SM City North EDSA
75-528-5592,7299292351,Female,30,Electronics,5,1144,Credit Card,23-09-2022,SM City Cebu
17-202-6308,4266444966,Male,41,Beauty,5,483,Credit Card,26-08-2022,SM City Fairview
04-748-9565,2948418380,Male,39,Music,1,618,Debit,11-06-2021,SM Megamall
19-198-4164,7745958814,Female,75,Sports Equipment,1,306,Debit,07-12-2022,SM Megamall
96-223-9479,8386898208,Female,48,Home Goods,3,890,Debit,20-05-2021,SM City Fairview
13-658-2130,6114271866,Female,79,Beauty,1,762,Debit,04-01-2023,SM City North EDSA
28-634-7160,7026785958,Male,78,Toys,5,1689,Cash,18-11-2021,SM Seaside City Cebu
91-783-8930,5478799092,Male,43,Electronics,5,1763,Debit,16-09-2022,SM City Fairview
01-010-6367,5249269699,Male,42,Pet Supplies,4,683,Debit,15-04-2021,SM Megamall
36-507-0073,5199071556,Male,16,Beauty,5,1902,Debit,14-04-2023,SM City North EDSA
05-694-5875,165529504,Female,60,Books,2,660,Debit,04-02-2022,SM City Cebu
52-651-3127,9471619416,Female,74,Home Goods,5,1969,Debit,17-01-2021,SM City North EDSA
68-461-2361,7915493728,Female,23,Books,3,1025,Cash,29-06-2022,SM City Fairview
20-897-0857,4693961116,Female,67,Music,4,1861,Debit,01-01-2022,SM City Fairview
36-110-9400,4934992480,Male,26,Music,4,1028,Credit Card,01-04-2022,SM Mall of Asia
21-403-0057,4315452408,Female,50,Books,5,135,Debit,05-05-2021,SM Megamall
95-392-6177,3508993795,Male,33,Beauty,2,310,Debit,17-11-2023,SM Seaside City Cebu
13-765-0296,9956232866,Female,51,Books,2,571,Credit Card,16-06-2022,SM Mall of Asia
39-580-2182,7006217822,Female,19,Electronics,1,225,Cash,08-04-2023,SM Mall of Asia
97-003-0788,2164475666,Male,34,Food,5,673,Cash,13-08-2022,SM Seaside City Cebu
15-256-0938,1020935561,Female,55,Electronics,4,1446,Credit Card,10-06-2023,SM Mall of Asia
09-262-3893,2454202212,Female,68,Electronics,1,1927,Credit Card,31-03-2023,SM City Cebu
93-761-1224,6975556636,Male,65,Beauty,3,1160,Debit,03-05-2023,SM City Fairview
05-953-9220,2070945081,Male,22,Home Goods,2,21,Credit Card,22-05-2022,SM Megamall
26-022-0669,1633203603,Female,45,Clothing,2,583,Cash,15-09-2021,SM Megamall
34-457-6166,7968142881,Female,44,Sports Equipment,2,957,Debit,19-10-2023,SM City Fairview
62-544-9996,1736296426,Female,28,Clothing,2,87,Debit,14-02-2021,SM City North EDSA
25-243-9399,3440790606,Female,47,Books,1,61,Cash,12-09-2021,SM City Cebu
74-463-0243,7987521841,Male,22,Music,3,566,Cash,19-06-2022,SM Mall of Asia
14-100-4912,495840343,Female,49,Home Goods,2,353,Debit,10-11-2023,SM Mall of Asia
16-694-3359,3284908366,Female,46,Music,4,131,Credit Card,15-10-2021,SM City North EDSA
84-599-9935,3680228473,Male,50,Music,4,621,Cash,13-08-2022,SM City Fairview
42-807-4741,2878257634,Female,79,Food,3,786,Debit,08-12-2022,SM Seaside City Cebu
88-570-6369,1741968038,Female,37,Books,3,1099,Credit Card,06-05-2022,SM City North EDSA
90-299-3010,3323243404,Female,69,Home Goods,3,948,Credit Card,28-12-2021,SM Megamall
04-667-2063,5511966533,Female,40,Music,2,1627,Cash,14-09-2021,SM Megamall
56-035-4874,9227776532,Male,62,Toys,4,1056,Cash,17-11-2022,SM City Fairview
93-393-1947,4746752796,Female,60,Clothing,2,1932,Cash,06-05-2022,SM Seaside City Cebu
10-494-9202,5445408701,Female,54,Pet Supplies,4,1798,Cash,20-09-2022,SM Seaside City Cebu
39-881-8563,8265685181,Male,73,Music,4,2,Cash,23-11-2023,SM City North EDSA
69-601-8137,9295705041,Female,78,Music,3,1139,Debit,26-11-2021,SM Megamall
84-101-7324,9992895985,Male,53,Toys,2,1962,Debit,11-12-2022,SM City Cebu
20-866-9841,4713997331,Male,19,Food,2,340,Debit,25-01-2021,SM City North EDSA
78-244-2977,4620624705,Male,52,Toys,1,402,Credit Card,18-03-2021,SM City North EDSA
34-638-2892,8062932095,Male,63,Sports Equipment,4,989,Debit,24-08-2021,SM Mall of Asia
15-118-7031,1074329082,Female,80,Food,4,388,Cash,28-03-2021,SM City North EDSA
81-006-5487,4454597774,Female,19,Beauty,4,1974,Debit,07-10-2022,SM City Cebu
39-141-2935,444326375,Female,69,Beauty,2,1020,Cash,28-11-2022,SM Mall of Asia
92-920-6219,4895786331,Male,33,Books,5,600,Cash,07-07-2021,SM City Fairview
39-064-5162,9262526032,Female,75,Music,2,859,Credit Card,27-02-2021,SM City Cebu
71-873-9875,1330392191,Male,32,Sports Equipment,5,1853,Credit Card,07-09-2022,SM City Fairview
46-188-3239,5309618961,Female,40,Beauty,5,1936,Debit,17-06-2023,SM City North EDSA
89-543-6104,8308378544,Female,65,Beauty,5,333,Cash,06-03-2022,SM Megamall
42-395-1377,7621907657,Male,46,Toys,1,775,Cash,13-01-2021,SM Seaside City Cebu
77-340-3285,707624266,Male,55,Sports Equipment,2,337,Cash,11-06-2021,SM Seaside City Cebu
81-687-7835,9605474379,Female,72,Sports Equipment,3,1086,Credit Card,04-01-2022,SM Megamall
63-931-3399,4489921853,Female,70,Beauty,1,1730,Credit Card,19-06-2022,SM City North EDSA
49-360-8690,8326989479,Male,44,Home Goods,3,315,Debit,30-06-2021,SM City North EDSA
07-710-2615,382500636,Female,51,Toys,5,1678,Cash,05-01-2022,SM Megamall
57-385-8226,6448909257,Female,50,Toys,3,486,Debit,24-02-2022,SM City Fairview
66-662-6594,8955108966,Male,68,Music,1,413,Debit,08-04-2021,SM City Cebu
10-061-5469,4116492159,Female,38,Food,1,1889,Cash,02-02-2021,SM Seaside City Cebu
25-116-1369,708510485,Female,69,Electronics,2,1518,Debit,27-07-2021,SM Seaside City Cebu
67-485-2188,8770848548,Male,43,Beauty,4,295,Credit Card,18-10-2021,SM Megamall
32-081-8869,4060960772,Male,62,Music,3,214,Cash,29-12-2021,SM Seaside City Cebu
40-633-8906,293591857,Male,47,Clothing,4,271,Credit Card,26-07-2021,SM City Cebu
47-017-0869,5667528479,Male,49,Toys,2,325,Debit,14-06-2023,SM City North EDSA
27-407-9008,1808321022,Male,24,Beauty,5,1528,Debit,04-12-2023,SM City North EDSA
18-244-9898,3739489774,Male,16,Beauty,1,1434,Debit,15-03-2021,SM City Fairview
27-550-3033,2063120315,Male,25,Electronics,4,1870,Credit Card,07-01-2023,SM City North EDSA
60-438-9543,2694616631,Female,69,Pet Supplies,4,1564,Credit Card,02-12-2021,SM City North EDSA
24-513-5708,7651433610,Female,51,Electronics,1,1846,Credit Card,01-09-2021,SM City Fairview
76-590-9482,9284974968,Female,39,Beauty,1,1627,Credit Card,20-11-2021,SM Mall of Asia
75-211-5941,7396216958,Female,23,Toys,4,1464,Debit,13-02-2021,SM Seaside City Cebu
77-150-4134,919232116,Female,57,Toys,4,1080,Debit,02-08-2023,SM Mall of Asia
66-130-4219,2266115014,Female,15,Books,5,528,Debit,01-01-2021,SM Megamall
06-086-9283,3479884059,Female,25,Toys,4,874,Debit,30-08-2021,SM City Cebu
03-633-5771,8802807159,Female,62,Food,4,332,Debit,27-01-2023,SM City Fairview
23-266-7938,1260768384,Female,37,Sports Equipment,2,954,Debit,04-07-2022,SM Mall of Asia
65-748-9126,9620490738,Male,21,Food,4,544,Cash,30-12-2022,SM Megamall
97-048-2607,5847212100,Female,41,Clothing,2,345,Cash,11-07-2021,SM Seaside City Cebu
06-657-5840,1125322942,Male,35,Electronics,5,1867,Credit Card,13-08-2022,SM City North EDSA
33-522-0982,2432842316,Female,58,Food,1,1912,Credit Card,05-04-2023,SM Mall of Asia
79-176-8771,6264230340,Female,71,Home Goods,5,1792,Cash,04-09-2022,SM Megamall
20-978-4318,9767082204,Male,62,Pet Supplies,3,974,Cash,18-02-2023,SM Seaside City Cebu
55-109-9962,1351355910,Female,42,Books,2,81,Debit,09-06-2023,SM City Cebu
